gvkey,datadate,IBES_covered
005735,1986-12-31,TRUE
005735,1987-12-31,TRUE
005735,1988-12-31,TRUE
005735,1989-12-31,TRUE
005735,1990-12-31,TRUE
005735,1991-12-31,TRUE
005735,1992-12-31,TRUE
005735,1993-12-31,TRUE
005735,1994-12-31,TRUE
005735,1995-12-31,TRUE
005735,1996-12-31,TRUE
005735,1997-12-31,TRUE
005735,1998-12-31,TRUE
005735,1999-12-31,TRUE
005735,2000-12-31,TRUE
005735,2001-12-31,TRUE
005742,2003-12-31,TRUE
005742,2005-12-31,TRUE
005742,2006-12-31,TRUE
005742,2007-12-31,TRUE
005742,2008-12-31,TRUE
005742,2009-12-31,TRUE
005742,2010-12-31,TRUE
005742,2011-12-31,TRUE
005742,2012-12-31,TRUE
005742,2013-12-31,TRUE
005742,2014-12-31,TRUE
005742,2015-12-31,TRUE
005742,2016-12-31,TRUE
005742,2017-12-31,TRUE
005742,2018-12-31,TRUE
005742,2019-12-31,TRUE
005757,1985-12-31,TRUE
005757,1986-12-31,TRUE
005757,1987-12-31,TRUE
005757,1988-12-31,TRUE
005757,1989-12-31,TRUE
005757,1990-12-31,TRUE
005757,1991-12-31,TRUE
005757,1992-12-31,TRUE
005757,1993-12-31,TRUE
005757,1994-12-31,TRUE
005757,1995-12-31,TRUE
005757,1996-12-31,TRUE
005757,1997-12-31,TRUE
005757,1998-12-31,TRUE
005757,1999-12-31,TRUE
005757,2000-12-31,TRUE
005763,2004-10-31,TRUE
005763,2006-10-31,TRUE
005763,2007-10-31,TRUE
005763,2008-10-31,TRUE
005763,2009-10-31,TRUE
005763,2012-10-31,TRUE
005763,2013-10-31,TRUE
005763,2014-10-31,TRUE
005763,2015-10-31,TRUE
005763,2016-10-31,TRUE
005763,2017-10-31,TRUE
005763,2018-10-31,TRUE
005763,2019-10-31,TRUE
005763,2020-10-31,TRUE
005764,2017-12-31,TRUE
005764,2018-12-31,TRUE
005764,2019-12-31,TRUE
005772,1985-12-31,TRUE
005772,1989-12-31,TRUE
005772,1990-12-31,TRUE
005772,1991-12-31,TRUE
005772,1992-12-31,TRUE
005772,1993-12-31,TRUE
005772,1994-12-31,TRUE
005772,1995-12-31,TRUE
005772,1996-12-31,TRUE
005772,1997-12-31,TRUE
005772,1998-12-31,TRUE
005772,1999-12-31,TRUE
005772,2000-12-31,TRUE
005772,2001-12-31,TRUE
005772,2002-12-31,TRUE
005774,1986-01-31,TRUE
005774,1987-01-31,TRUE
005774,1988-01-31,TRUE
005774,1989-01-31,TRUE
005774,1990-01-31,TRUE
005774,1991-01-31,TRUE
005774,1993-01-31,TRUE
005774,1994-01-31,TRUE
005774,1995-01-31,TRUE
005774,1996-01-31,TRUE
005774,1997-01-31,TRUE
005774,1998-01-31,TRUE
005774,1999-01-31,TRUE
005774,2000-01-31,TRUE
005774,2001-01-31,TRUE
005774,2002-01-31,TRUE
005774,2003-01-31,TRUE
005774,2004-01-31,TRUE
005774,2005-01-31,TRUE
005776,1991-08-31,TRUE
005782,1998-11-30,TRUE
005783,1985-12-31,TRUE
005783,1986-12-31,TRUE
005783,1987-12-31,TRUE
005783,1988-12-31,TRUE
005783,1989-12-31,TRUE
005783,1990-12-31,TRUE
005783,1991-12-31,TRUE
005783,1992-12-31,TRUE
005783,1993-12-31,TRUE
005783,1994-12-31,TRUE
005783,1995-12-31,TRUE
005783,1996-12-31,TRUE
005783,1997-12-31,TRUE
005783,1998-12-31,TRUE
005783,1999-12-31,TRUE
005783,2000-12-31,TRUE
005783,2001-12-31,TRUE
005783,2002-12-31,TRUE
005783,2003-12-31,TRUE
005783,2004-12-31,TRUE
005783,2005-12-31,TRUE
005783,2006-12-31,TRUE
005783,2007-12-31,TRUE
005783,2008-12-31,TRUE
005783,2009-12-31,TRUE
005783,2010-12-31,TRUE
005783,2011-12-31,TRUE
005783,2012-12-31,TRUE
005783,2013-12-31,TRUE
005783,2014-12-31,TRUE
005783,2015-12-31,TRUE
005783,2016-12-31,TRUE
005783,2017-12-31,TRUE
005783,2018-12-31,TRUE
005783,2019-12-31,TRUE
005786,1984-12-31,TRUE
005786,1986-12-31,TRUE
005786,1987-12-31,TRUE
005786,1988-12-31,TRUE
005786,1990-12-31,TRUE
005786,1991-12-31,TRUE
005786,1992-12-31,TRUE
005786,1993-12-31,TRUE
005786,1994-12-31,TRUE
005786,1995-12-31,TRUE
005786,1996-12-31,TRUE
005786,1997-12-31,TRUE
005786,1998-12-31,TRUE
005786,1999-12-31,TRUE
005786,2001-12-31,TRUE
005786,2002-12-31,TRUE
005786,2003-12-31,TRUE
005786,2004-12-31,TRUE
005786,2005-12-31,TRUE
005786,2006-12-31,TRUE
005786,2008-12-31,TRUE
005786,2009-12-31,TRUE
005786,2010-12-31,TRUE
005786,2011-12-31,TRUE
005786,2012-12-31,TRUE
005786,2013-12-31,TRUE
005786,2014-12-31,TRUE
005786,2015-12-31,TRUE
005786,2016-12-31,TRUE
005786,2017-12-31,TRUE
005786,2018-12-31,TRUE
005786,2019-12-31,TRUE
005788,1989-10-31,TRUE
005788,1990-10-31,TRUE
005788,1991-10-31,TRUE
005788,1992-10-31,TRUE
005788,1993-10-31,TRUE
005788,1994-10-31,TRUE
005788,1995-10-31,TRUE
005788,1996-10-31,TRUE
005788,1997-10-31,TRUE
005788,1998-10-31,TRUE
005788,2005-10-31,TRUE
005788,2006-10-31,TRUE
005788,2007-10-31,TRUE
005788,2008-10-31,TRUE
005788,2009-10-31,TRUE
005788,2010-10-31,TRUE
005791,1987-09-30,TRUE
005791,1988-09-30,TRUE
005791,1989-09-30,TRUE
005791,1990-09-30,TRUE
005791,1991-09-30,TRUE
005791,1992-09-30,TRUE
005791,1993-09-30,TRUE
005791,1994-09-30,TRUE
005791,1995-09-30,TRUE
005791,1996-09-30,TRUE
005791,1997-09-30,TRUE
005791,1998-09-30,TRUE
005791,1999-09-30,TRUE
005791,2000-09-30,TRUE
005791,2001-09-30,TRUE
005791,2002-09-30,TRUE
005791,2003-09-30,TRUE
005791,2004-09-30,TRUE
005791,2005-09-30,TRUE
005791,2006-09-30,TRUE
005791,2007-09-30,TRUE
005791,2008-09-30,TRUE
005791,2009-09-30,TRUE
005791,2010-09-30,TRUE
005791,2011-09-30,TRUE
005791,2012-09-30,TRUE
005791,2013-09-30,TRUE
005791,2014-09-30,TRUE
005792,2004-12-31,TRUE
005792,2005-12-31,TRUE
005792,2006-12-31,TRUE
005798,1993-12-31,TRUE
005798,1994-12-31,TRUE
005802,1999-12-31,TRUE
005802,2001-12-31,TRUE
005803,1992-12-31,TRUE
005803,1993-12-31,TRUE
005803,1994-12-31,TRUE
005803,1995-12-31,TRUE
005803,1996-12-31,TRUE
005803,1997-12-31,TRUE
005824,2002-12-31,TRUE
005824,2003-12-31,TRUE
005824,2004-12-31,TRUE
005824,2005-12-31,TRUE
005824,2006-12-31,TRUE
005824,2007-12-31,TRUE
005824,2008-12-31,TRUE
005825,1985-11-30,TRUE
005825,1986-11-30,TRUE
005825,1987-11-30,TRUE
005825,1988-11-30,TRUE
005825,1989-11-30,TRUE
005825,1990-11-30,TRUE
005826,2006-09-30,TRUE
005826,2007-09-30,TRUE
005826,2008-09-30,TRUE
005831,1994-09-30,TRUE
005831,1995-09-30,TRUE
005831,1996-09-30,TRUE
005831,1997-09-30,TRUE
005831,1998-09-30,TRUE
005831,2012-09-30,TRUE
005831,2013-09-30,TRUE
005831,2014-09-30,TRUE
005831,2015-09-30,TRUE
005831,2016-09-30,TRUE
005831,2017-09-30,TRUE
005831,2018-09-30,TRUE
005831,2019-09-30,TRUE
005835,2009-02-28,TRUE
005835,2010-02-28,TRUE
005839,1992-09-30,TRUE
005839,1993-09-30,TRUE
005839,1994-09-30,TRUE
005839,1995-09-30,TRUE
005841,2002-12-31,TRUE
005841,2003-12-31,TRUE
005841,2004-12-31,TRUE
005841,2005-12-31,TRUE
005841,2006-12-31,TRUE
005841,2007-12-31,TRUE
005841,2008-12-31,TRUE
005848,1988-12-31,TRUE
005848,1989-12-31,TRUE
005848,1990-12-31,TRUE
005848,1991-12-31,TRUE
005848,1992-12-31,TRUE
005848,1993-12-31,TRUE
005848,1994-12-31,TRUE
005848,1995-12-31,TRUE
005848,1996-12-31,TRUE
005848,1997-12-31,TRUE
005848,1998-12-31,TRUE
005848,1999-12-31,TRUE
005850,1988-03-31,TRUE
005850,1992-03-31,TRUE
005851,1984-12-31,TRUE
005851,1985-12-31,TRUE
005851,1986-12-31,TRUE
005851,1987-12-31,TRUE
005851,1989-12-31,TRUE
005851,1992-12-31,TRUE
005851,2001-12-31,TRUE
005860,2017-12-31,TRUE
005860,2018-12-31,TRUE
005860,2019-12-31,TRUE
005862,1995-12-31,TRUE
005862,1996-12-31,TRUE
005862,1997-12-31,TRUE
005862,1998-12-31,TRUE
005862,1999-12-31,TRUE
005862,2000-12-31,TRUE
005862,2001-12-31,TRUE
005862,2002-12-31,TRUE
005862,2003-12-31,TRUE
005862,2004-12-31,TRUE
005862,2005-12-31,TRUE
005862,2006-12-31,TRUE
005862,2007-12-31,TRUE
005862,2008-12-31,TRUE
005862,2009-12-31,TRUE
005862,2010-12-31,TRUE
005862,2011-12-31,TRUE
005862,2012-12-31,TRUE
005862,2013-12-31,TRUE
005862,2014-12-31,TRUE
005862,2015-12-31,TRUE
005862,2016-12-31,TRUE
005862,2017-12-31,TRUE
005862,2018-12-31,TRUE
005862,2019-12-31,TRUE
005870,1999-12-31,TRUE
005870,2000-12-31,TRUE
005870,2001-12-31,TRUE
005870,2002-12-31,TRUE
005870,2003-12-31,TRUE
005870,2004-12-31,TRUE
005870,2005-12-31,TRUE
005870,2007-12-31,TRUE
005870,2008-12-31,TRUE
005870,2009-12-31,TRUE
005870,2010-12-31,TRUE
005870,2011-12-31,TRUE
005870,2012-12-31,TRUE
005870,2013-12-31,TRUE
005870,2014-12-31,TRUE
005870,2015-12-31,TRUE
005870,2016-12-31,TRUE
005870,2017-12-31,TRUE
005870,2018-12-31,TRUE
005870,2019-12-31,TRUE
005877,1995-12-31,TRUE
005877,1996-12-31,TRUE
005877,1997-12-31,TRUE
005878,1984-12-31,TRUE
005878,1985-12-31,TRUE
005878,1986-12-31,TRUE
005878,1989-12-31,TRUE
005878,1990-12-31,TRUE
005878,1991-12-31,TRUE
005878,1992-12-31,TRUE
005878,1993-12-31,TRUE
005878,1994-12-31,TRUE
005878,1995-12-31,TRUE
005878,1996-12-31,TRUE
005878,1997-12-31,TRUE
005878,1998-12-31,TRUE
005878,1999-12-31,TRUE
005878,2000-12-31,TRUE
005878,2001-12-31,TRUE
005878,2002-12-31,TRUE
005878,2003-12-31,TRUE
005878,2004-12-31,TRUE
005878,2005-12-31,TRUE
005878,2006-12-31,TRUE
005878,2007-12-31,TRUE
005878,2008-12-31,TRUE
005878,2009-12-31,TRUE
005878,2010-12-31,TRUE
005878,2011-12-31,TRUE
005878,2012-12-31,TRUE
005878,2013-12-31,TRUE
005878,2014-12-31,TRUE
005878,2015-12-31,TRUE
005878,2016-12-31,TRUE
005878,2017-12-31,TRUE
005878,2018-12-31,TRUE
005878,2019-12-31,TRUE
005885,1994-12-31,TRUE
005885,1995-12-31,TRUE
005885,1996-12-31,TRUE
005885,1997-12-31,TRUE
005885,1998-12-31,TRUE
005885,1999-12-31,TRUE
005885,2000-12-31,TRUE
005886,1990-12-31,TRUE
005886,1991-12-31,TRUE
005886,1992-12-31,TRUE
005886,1993-12-31,TRUE
005886,1994-12-31,TRUE
005886,1995-12-31,TRUE
005901,1996-12-31,TRUE
005902,1991-06-30,TRUE
005902,1993-06-30,TRUE
005902,1994-06-30,TRUE
005902,2000-06-30,TRUE
005902,2001-06-30,TRUE
005902,2002-06-30,TRUE
005902,2003-06-30,TRUE
005902,2005-06-30,TRUE
005902,2007-06-30,TRUE
005902,2008-06-30,TRUE
005902,2009-06-30,TRUE
005902,2010-06-30,TRUE
005902,2011-06-30,TRUE
005902,2012-06-30,TRUE
005902,2013-06-30,TRUE
005902,2014-06-30,TRUE
005902,2015-06-30,TRUE
005902,2016-06-30,TRUE
005912,1984-12-31,TRUE
005912,1985-12-31,TRUE
005912,1986-12-31,TRUE
005912,1987-12-31,TRUE
005912,1988-12-31,TRUE
005912,1989-12-31,TRUE
005912,1990-12-31,TRUE
005912,1991-12-31,TRUE
005912,1992-12-31,TRUE
005912,1993-12-31,TRUE
005912,1994-12-31,TRUE
005918,2001-12-31,TRUE
005918,2003-12-31,TRUE
005918,2004-12-31,TRUE
005918,2005-12-31,TRUE
005918,2006-12-31,TRUE
005918,2007-12-31,TRUE
005918,2008-12-31,TRUE
005918,2009-12-31,TRUE
005918,2010-12-31,TRUE
005918,2011-12-31,TRUE
005918,2012-12-31,TRUE
005918,2013-12-31,TRUE
005918,2014-12-31,TRUE
005918,2015-12-31,TRUE
005918,2016-12-31,TRUE
005924,1993-12-31,TRUE
005924,1994-12-31,TRUE
005924,1995-12-31,TRUE
005936,1991-12-31,TRUE
005936,1992-12-31,TRUE
005936,1993-12-31,TRUE
005950,1985-04-30,TRUE
005950,1986-04-30,TRUE
005954,1989-12-31,TRUE
005961,1984-12-31,TRUE
005961,1985-12-31,TRUE
005961,1986-12-31,TRUE
005961,1987-12-31,TRUE
005961,1988-12-31,TRUE
005961,1989-12-31,TRUE
005961,1990-12-31,TRUE
005961,1991-12-31,TRUE
005961,1992-12-31,TRUE
005961,1993-12-31,TRUE
005961,1994-12-31,TRUE
005961,1995-12-31,TRUE
005961,1996-12-31,TRUE
005961,1997-12-31,TRUE
005961,1998-12-31,TRUE
005961,1999-12-31,TRUE
005961,2000-12-31,TRUE
005961,2001-12-31,TRUE
005968,2000-12-31,TRUE
005968,2002-12-31,TRUE
005968,2003-12-31,TRUE
005968,2004-12-31,TRUE
005968,2015-12-31,TRUE
005968,2016-12-31,TRUE
005968,2017-12-31,TRUE
005968,2018-12-31,TRUE
005968,2019-12-31,TRUE
005973,1988-09-30,TRUE
005973,1989-09-30,TRUE
005973,1990-09-30,TRUE
005973,1991-09-30,TRUE
005973,1992-09-30,TRUE
005973,1993-09-30,TRUE
005973,1994-09-30,TRUE
005973,1995-09-30,TRUE
005973,1996-09-30,TRUE
005973,1997-09-30,TRUE
005973,1998-09-30,TRUE
005973,1999-09-30,TRUE
005973,2000-09-30,TRUE
005973,2001-09-30,TRUE
005973,2002-09-30,TRUE
005973,2003-09-30,TRUE
005973,2004-09-30,TRUE
005973,2005-09-30,TRUE
005973,2006-09-30,TRUE
005977,1985-06-30,TRUE
005977,1986-06-30,TRUE
005977,1987-06-30,TRUE
005977,1988-06-30,TRUE
005977,1989-06-30,TRUE
005977,1990-06-30,TRUE
005977,1991-06-30,TRUE
005977,1996-06-30,TRUE
005977,1997-06-30,TRUE
005978,2012-12-31,TRUE
005978,2013-12-31,TRUE
005978,2014-12-31,TRUE
005978,2015-12-31,TRUE
005978,2016-12-31,TRUE
005978,2017-12-31,TRUE
005978,2018-12-31,TRUE
005978,2019-12-31,TRUE
005980,1993-12-31,TRUE
005980,1994-12-31,TRUE
005980,1995-12-31,TRUE
005980,1996-12-31,TRUE
005980,1997-12-31,TRUE
005980,1998-12-31,TRUE
005980,1999-12-31,TRUE
005980,2000-12-31,TRUE
005980,2001-12-31,TRUE
005980,2002-12-31,TRUE
005980,2003-12-31,TRUE
005980,2004-12-31,TRUE
005980,2005-12-31,TRUE
005980,2006-12-31,TRUE
005980,2007-12-31,TRUE
005980,2008-12-31,TRUE
005986,1985-12-31,TRUE
005986,1986-12-31,TRUE
005986,1987-12-31,TRUE
005986,1988-12-31,TRUE
005986,1989-12-31,TRUE
005986,1990-12-31,TRUE
005986,1991-12-31,TRUE
005986,1992-12-31,TRUE
005986,1994-12-31,TRUE
005987,1996-09-30,TRUE
005987,1997-09-30,TRUE
005987,1998-09-30,TRUE
005987,1999-09-30,TRUE
005987,2000-09-30,TRUE
005987,2001-09-30,TRUE
005987,2002-09-30,TRUE
005987,2003-09-30,TRUE
005987,2004-09-30,TRUE
005987,2006-09-30,TRUE
005987,2007-09-30,TRUE
005987,2009-09-30,TRUE
005987,2010-09-30,TRUE
005987,2011-09-30,TRUE
005987,2012-09-30,TRUE
005987,2013-09-30,TRUE
005987,2014-09-30,TRUE
005987,2015-09-30,TRUE
005987,2016-09-30,TRUE
005987,2017-09-30,TRUE
005987,2018-09-30,TRUE
005987,2019-09-30,TRUE
005987,2020-09-30,TRUE
005992,1990-10-31,TRUE
005992,1991-10-31,TRUE
005992,1992-10-31,TRUE
005992,1993-10-31,TRUE
005992,1994-10-31,TRUE
006003,1986-03-31,TRUE
006003,1989-03-31,TRUE
006003,1990-03-31,TRUE
006003,1991-03-31,TRUE
006003,1992-03-31,TRUE
006003,1993-03-31,TRUE
006003,1994-03-31,TRUE
006003,1995-03-31,TRUE
006003,1996-03-31,TRUE
006003,1997-03-31,TRUE
006003,1998-03-31,TRUE
006003,1999-03-31,TRUE
006003,2000-03-31,TRUE
006003,2001-03-31,TRUE
006003,2002-03-31,TRUE
006003,2003-03-31,TRUE
006003,2004-03-31,TRUE
006003,2005-03-31,TRUE
006003,2006-03-31,TRUE
006003,2007-03-31,TRUE
006003,2008-03-31,TRUE
006003,2009-03-31,TRUE
006003,2010-03-31,TRUE
006003,2011-03-31,TRUE
006003,2012-03-31,TRUE
006003,2013-03-31,TRUE
006003,2014-03-31,TRUE
006003,2015-03-31,TRUE
006003,2016-03-31,TRUE
006003,2017-03-31,TRUE
006005,1984-12-31,TRUE
006005,1985-12-31,TRUE
006005,1986-12-31,TRUE
006005,1987-12-31,TRUE
006005,1988-12-31,TRUE
006008,1986-12-31,TRUE
006008,1987-12-31,TRUE
006008,1988-12-31,TRUE
006008,1989-12-31,TRUE
006008,1990-12-31,TRUE
006008,1991-12-31,TRUE
006008,1992-12-31,TRUE
006008,1993-12-31,TRUE
006008,1994-12-31,TRUE
006008,1995-12-31,TRUE
006008,1996-12-31,TRUE
006008,1997-12-31,TRUE
006008,1998-12-31,TRUE
006008,1999-12-31,TRUE
006008,2000-12-31,TRUE
006008,2001-12-31,TRUE
006008,2002-12-31,TRUE
006008,2003-12-31,TRUE
006008,2004-12-31,TRUE
006008,2005-12-31,TRUE
006008,2006-12-31,TRUE
006008,2007-12-31,TRUE
006008,2008-12-31,TRUE
006008,2009-12-31,TRUE
006008,2010-12-31,TRUE
006008,2011-12-31,TRUE
006008,2012-12-31,TRUE
006008,2013-12-31,TRUE
006008,2014-12-31,TRUE
006008,2015-12-31,TRUE
006008,2016-12-31,TRUE
006008,2017-12-31,TRUE
006008,2018-12-31,TRUE
006008,2019-12-31,TRUE
006010,1987-06-30,TRUE
006010,1988-06-30,TRUE
006010,1989-06-30,TRUE
006010,1990-06-30,TRUE
006010,1991-06-30,TRUE
006010,1992-06-30,TRUE
006010,1993-06-30,TRUE
006010,1994-06-30,TRUE
006010,1995-06-30,TRUE
006012,1994-12-31,TRUE
006020,1993-12-31,TRUE
006020,1994-12-31,TRUE
006020,1995-12-31,TRUE
006020,1996-12-31,TRUE
006020,1997-12-31,TRUE
006020,1998-12-31,TRUE
006020,1999-12-31,TRUE
006020,2000-12-31,TRUE
006020,2001-12-31,TRUE
006020,2002-12-31,TRUE
006020,2003-12-31,TRUE
006020,2004-12-31,TRUE
006020,2005-12-31,TRUE
006025,1984-02-29,TRUE
006025,1985-02-28,TRUE
006025,1986-02-28,TRUE
006025,1987-02-28,TRUE
006025,1988-02-29,TRUE
006025,1989-02-28,TRUE
006034,2013-12-31,TRUE
006034,2014-12-31,TRUE
006034,2015-12-31,TRUE
006034,2016-12-31,TRUE
006034,2017-12-31,TRUE
006034,2018-12-31,TRUE
006034,2019-12-31,TRUE
006035,1987-09-30,TRUE
006035,1988-09-30,TRUE
006035,1989-09-30,TRUE
006035,1990-09-30,TRUE
006035,1991-09-30,TRUE
006035,1993-09-30,TRUE
006035,1994-09-30,TRUE
006036,1985-12-31,TRUE
006036,1986-12-31,TRUE
006036,1987-12-31,TRUE
006036,1988-12-31,TRUE
006036,1989-12-31,TRUE
006036,1990-12-31,TRUE
006036,1991-12-31,TRUE
006036,1992-12-31,TRUE
006036,1993-12-31,TRUE
006036,1994-12-31,TRUE
006036,1995-12-31,TRUE
006036,1996-12-31,TRUE
006036,1997-12-31,TRUE
006036,1998-12-31,TRUE
006036,1999-12-31,TRUE
006036,2000-12-31,TRUE
006036,2002-12-31,TRUE
006036,2003-12-31,TRUE
006036,2004-12-31,TRUE
006038,1984-12-31,TRUE
006038,1985-12-31,TRUE
006038,1986-12-31,TRUE
006038,1987-12-31,TRUE
006038,1988-12-31,TRUE
006038,1989-12-31,TRUE
006038,1990-12-31,TRUE
006038,1991-12-31,TRUE
006038,1992-12-31,TRUE
006038,1993-12-31,TRUE
006038,1994-12-31,TRUE
006038,1995-12-31,TRUE
006039,1987-05-31,TRUE
006039,1991-05-31,TRUE
006039,1992-05-31,TRUE
006039,1993-05-31,TRUE
006039,1994-05-31,TRUE
006039,1995-05-31,TRUE
006039,1996-05-31,TRUE
006039,1997-05-31,TRUE
006039,2000-05-31,TRUE
006039,2001-05-31,TRUE
006039,2002-05-31,TRUE
006039,2003-05-31,TRUE
006039,2004-05-31,TRUE
006039,2005-05-31,TRUE
006044,1987-12-31,TRUE
006044,1988-12-31,TRUE
006044,1989-12-31,TRUE
006044,1990-12-31,TRUE
006044,1991-12-31,TRUE
006044,1992-12-31,TRUE
006044,1993-12-31,TRUE
006044,1994-12-31,TRUE
006044,1995-12-31,TRUE
006044,1996-12-31,TRUE
006044,1997-12-31,TRUE
006044,1998-12-31,TRUE
006044,1999-12-31,TRUE
006044,2000-12-31,TRUE
006044,2001-12-31,TRUE
006044,2002-12-31,TRUE
006046,1984-02-29,TRUE
006046,1985-02-28,TRUE
006046,1986-02-28,TRUE
006046,1987-02-28,TRUE
006053,1984-06-30,TRUE
006053,1985-06-30,TRUE
006053,1986-06-30,TRUE
006053,1987-06-30,TRUE
006053,1988-06-30,TRUE
006053,1990-06-30,TRUE
006053,1991-06-30,TRUE
006066,1979-12-31,TRUE
006066,1980-12-31,TRUE
006066,1981-12-31,TRUE
006066,1983-12-31,TRUE
006066,1984-12-31,TRUE
006066,1985-12-31,TRUE
006066,1986-12-31,TRUE
006066,1987-12-31,TRUE
006066,1989-12-31,TRUE
006066,1990-12-31,TRUE
006066,1991-12-31,TRUE
006066,1992-12-31,TRUE
006066,1993-12-31,TRUE
006066,1994-12-31,TRUE
006066,1995-12-31,TRUE
006066,1996-12-31,TRUE
006066,1997-12-31,TRUE
006066,1998-12-31,TRUE
006066,1999-12-31,TRUE
006066,2000-12-31,TRUE
006066,2001-12-31,TRUE
006066,2002-12-31,TRUE
006066,2003-12-31,TRUE
006066,2004-12-31,TRUE
006066,2005-12-31,TRUE
006066,2007-12-31,TRUE
006066,2008-12-31,TRUE
006066,2009-12-31,TRUE
006066,2010-12-31,TRUE
006066,2011-12-31,TRUE
006066,2012-12-31,TRUE
006066,2013-12-31,TRUE
006066,2014-12-31,TRUE
006066,2015-12-31,TRUE
006066,2016-12-31,TRUE
006066,2017-12-31,TRUE
006066,2018-12-31,TRUE
006066,2019-12-31,TRUE
006074,1987-11-30,TRUE
006074,1988-11-30,TRUE
006074,1989-11-30,TRUE
006074,1990-11-30,TRUE
006074,1991-11-30,TRUE
006074,1992-11-30,TRUE
006074,1993-11-30,TRUE
006074,1994-11-30,TRUE
006074,1995-11-30,TRUE
006078,1984-12-31,TRUE
006078,1985-12-31,TRUE
006078,1986-12-31,TRUE
006078,1987-12-31,TRUE
006078,1988-12-31,TRUE
006078,1989-12-31,TRUE
006078,1990-12-31,TRUE
006078,1991-12-31,TRUE
006078,1992-12-31,TRUE
006078,1993-12-31,TRUE
006078,1994-12-31,TRUE
006078,1995-12-31,TRUE
006078,1996-12-31,TRUE
006078,1997-12-31,TRUE
006078,1998-12-31,TRUE
006078,1999-12-31,TRUE
006078,2000-12-31,TRUE
006078,2001-12-31,TRUE
006078,2002-12-31,TRUE
006078,2003-12-31,TRUE
006078,2004-12-31,TRUE
006078,2005-12-31,TRUE
006078,2006-12-31,TRUE
006078,2007-12-31,TRUE
006078,2008-12-31,TRUE
006078,2009-12-31,TRUE
006078,2010-12-31,TRUE
006078,2011-12-31,TRUE
006078,2012-12-31,TRUE
006078,2013-12-31,TRUE
006078,2014-12-31,TRUE
006078,2015-12-31,TRUE
006078,2016-12-31,TRUE
006078,2017-12-31,TRUE
006078,2018-12-31,TRUE
006078,2019-12-31,TRUE
006081,1994-10-31,TRUE
006081,1995-10-31,TRUE
006081,1996-10-31,TRUE
006081,1997-10-31,TRUE
006081,1998-10-31,TRUE
006081,1999-10-31,TRUE
006081,2000-10-31,TRUE
006081,2001-10-31,TRUE
006081,2002-10-31,TRUE
006081,2003-10-31,TRUE
006081,2009-10-31,TRUE
006081,2010-10-31,TRUE
006081,2011-10-31,TRUE
006081,2012-10-31,TRUE
006081,2013-10-31,TRUE
006081,2014-10-31,TRUE
006081,2015-10-31,TRUE
006081,2016-10-31,TRUE
006081,2017-10-31,TRUE
006081,2018-10-31,TRUE
006081,2019-10-31,TRUE
006096,1998-06-30,TRUE
006096,1999-06-30,TRUE
006097,1984-12-31,TRUE
006097,1985-12-31,TRUE
006097,1991-09-30,TRUE
006097,1992-09-30,TRUE
006097,1993-09-30,TRUE
006097,1994-09-30,TRUE
006097,1995-09-30,TRUE
006097,1996-09-30,TRUE
006097,1997-09-30,TRUE
006097,1998-09-30,TRUE
006097,1999-09-30,TRUE
006097,2000-09-30,TRUE
006097,2001-09-30,TRUE
006097,2002-09-30,TRUE
006097,2003-09-30,TRUE
006097,2004-09-30,TRUE
006097,2005-09-30,TRUE
006097,2006-09-30,TRUE
006097,2007-09-30,TRUE
006097,2008-09-30,TRUE
006097,2009-09-30,TRUE
006097,2010-09-30,TRUE
006097,2011-09-30,TRUE
006097,2012-09-30,TRUE
006097,2013-09-30,TRUE
006100,2008-12-31,TRUE
006100,2009-12-31,TRUE
006100,2010-12-31,TRUE
006100,2011-12-31,TRUE
006100,2012-12-31,TRUE
006100,2013-12-31,TRUE
006100,2014-12-31,TRUE
006100,2015-12-31,TRUE
006100,2016-12-31,TRUE
006100,2017-12-31,TRUE
006100,2018-12-31,TRUE
006100,2019-12-31,TRUE
006102,1985-02-28,TRUE
006102,1986-02-28,TRUE
006102,1988-02-29,TRUE
006102,1989-02-28,TRUE
006102,1990-02-28,TRUE
006102,1991-02-28,TRUE
006102,1992-02-29,TRUE
006102,1993-02-28,TRUE
006102,1994-02-28,TRUE
006102,1995-02-28,TRUE
006102,1996-02-29,TRUE
006102,1997-02-28,TRUE
006102,1998-02-28,TRUE
006102,1999-02-28,TRUE
006102,2000-02-29,TRUE
006102,2001-02-28,TRUE
006102,2002-02-28,TRUE
006102,2003-02-28,TRUE
006104,1985-12-31,TRUE
006104,1986-12-31,TRUE
006104,1987-12-31,TRUE
006104,1988-12-31,TRUE
006104,1989-12-31,TRUE
006104,1990-12-31,TRUE
006104,1991-12-31,TRUE
006104,1992-12-31,TRUE
006104,1993-12-31,TRUE
006104,1994-12-31,TRUE
006104,1995-12-31,TRUE
006104,1996-12-31,TRUE
006104,1997-12-31,TRUE
006104,1998-12-31,TRUE
006104,1999-12-31,TRUE
006104,2000-12-31,TRUE
006104,2001-12-31,TRUE
006104,2002-12-31,TRUE
006104,2003-12-31,TRUE
006104,2004-12-31,TRUE
006104,2005-12-31,TRUE
006104,2006-12-31,TRUE
006104,2007-12-31,TRUE
006104,2008-12-31,TRUE
006104,2009-12-31,TRUE
006104,2010-12-31,TRUE
006104,2011-12-31,TRUE
006104,2012-12-31,TRUE
006104,2013-12-31,TRUE
006104,2014-12-31,TRUE
006104,2015-12-31,TRUE
